MatchType,Percentage,Category
ONE_NO_TYPES,78.78,hit
ONE_NO_TYPES,21.22,miss
STRICT,0.01,hit
STRICT,99.99,miss
SUBSET,75.50,hit
SUBSET,24.50,miss
SUBSET_NO_TYPES,78.78,hit
SUBSET_NO_TYPES,21.22,miss
SUPERSET,72.40,hit
SUPERSET,27.60,miss
ONE,78.78,hit
ONE,21.22,miss
SUPERSET_NO_TYPES,72.85,hit
SUPERSET_NO_TYPES,27.15,miss
